symbol,window,time,agent,pattern,direction,entry,stop,stop_pips,fib_state,fib_pct,outcome,R,mfe_R,mae_R,bars_to_resolution,event_id,atr_pips,stop_atr,year
EURUSD,2019_B,2019-08-08T05:45:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,LONG,1.1212,1.1203100000000001,8.899999999998354,ACTIVE_LATCHED_RECOVERY,21.9697,LOSS,-1.0,0.3932584269664463,1.0898876404495448,3,M15_TRIANGLE_WEDGE|2019-08-08T05:45:00+00:00|1.1212,2.4214285714282573,3.6755162241885877,2019
EURUSD,2019_B,2019-08-12T05:45:00+00:00,M15_TRIANGLE_WEDGE,ASCENDING_TRIANGLE,LONG,1.12108,1.12052,5.60000000000116,ACTIVE_LATCHED_RECOVERY,22.669,LOSS,-1.0,0.0,1.607142857142744,3,M15_TRIANGLE_WEDGE|2019-08-12T05:45:00+00:00|1.12108,1.9928571428571928,2.8100358422944183,2019
EURUSD,2019_B,2019-08-12T12:45:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,LONG,1.12094,1.11728,36.599999999999966,ACTIVE_LATCHED_RECOVERY,23.4848,LOSS,-1.0,0.5792349726775687,1.0737704918032767,100,M15_TRIANGLE_WEDGE|2019-08-12T12:45:00+00:00|1.12094,6.728571428571099,5.439490445860134,2019
EURUSD,2019_B,2019-08-13T09:30:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,LONG,1.12093,1.11826575,26.642500000000346,ACTIVE_LATCHED_RECOVERY,23.5431,LOSS,-1.0,0.7206530918644635,1.4713333958899775,17,M15_TRIANGLE_WEDGE|2019-08-13T09:30:00+00:00|1.12093,7.664285714285647,3.4761882572228155,2019
EURUSD,2019_B,2019-08-13T10:30:00+00:00,M15_CHANNEL,,LONG,1.12057,1.1191757500000001,13.942499999999303,ACTIVE_LATCHED_RECOVERY,20.3963,LOSS,-1.0,1.6352877891339084,2.5533440918057635,13,M15_CHANNEL|2019-08-13T09:45:00+00:00|1.12057,7.792857142856808,1.7891384051328931,2019
EURUSD,2019_B,2019-08-14T02:30:00+00:00,M15_HEAD_SHOULDERS,INVERSE_HEAD_SHOULDERS,LONG,1.11774,1.117,7.399999999999629,ACTIVE_PRIMARY_CORRECTION,42.1329,LOSS,-1.0,0.12162162162182437,1.0540540540541108,4,M15_HEAD_SHOULDERS|2019-08-14T02:30:00+00:00|1.11774,3.450000000000238,2.1449275362316285,2019
EURUSD,2019_B,2019-08-14T07:45:00+00:00,M15_CHANNEL,,LONG,1.118,1.11657,14.300000000000423,ACTIVE_PRIMARY_CORRECTION,40.6177,LOSS,-1.0,0.7552447552447118,1.6923076923077043,24,M15_CHANNEL|2019-08-14T07:45:00+00:00|1.118,5.264285714285784,2.7164179104478055,2019
EURUSD,2019_B,2019-08-14T12:00:00+00:00,M15_TRIANGLE_WEDGE,ASCENDING_TRIANGLE,LONG,1.11869,1.1172357499999999,14.542500000001013,ACTIVE_LATCHED_RECOVERY,36.5967,LOSS,-1.0,0.2681794739557059,1.0314595152139951,4,M15_TRIANGLE_WEDGE|2019-08-14T12:00:00+00:00|1.11869,8.0214285714291,1.8129563668744504,2019
EURUSD,2019_B,2019-08-15T01:30:00+00:00,M15_TRIANGLE_WEDGE,ASCENDING_TRIANGLE,LONG,1.11462,1.113505,11.149999999999771,ACTIVE_PRIMARY_CORRECTION,60.3147,LOSS,-1.0,1.0852017937221348,1.0224215246636252,44,M15_TRIANGLE_WEDGE|2019-08-15T01:30:00+00:00|1.11462,3.014285714285636,3.699052132701442,2019
GBPUSD,2020_A,2020-10-01T05:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.29423,1.2933700000000001,8.599999999998609,ACTIVE_SHALLOW,2.5586,LOSS,-1.0,0.8953488372093744,1.9302325581398412,5,M15_FLAG_PENNANT|2020-10-01T05:45:00+00:00|1.29423,4.657142857142915,1.846625766870844,2020
EURUSD,2021_A,2021-05-03T04:15:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.20181,1.20251,6.999999999999229,ACTIVE_SHALLOW,1.5489,LOSS,-1.0,0.7285714285715237,3.0857142857145394,10,M15_FLAG_PENNANT|2021-05-03T04:15:00+00:00|1.20181,3.5714285714286538,1.9599999999997388,2021
EURUSD,2021_A,2021-05-03T12:45:00+00:00,M15_HEAD_SHOULDERS,HEAD_SHOULDERS,SHORT,1.2043,1.2054999999999998,11.999999999998678,ACTIVE_LATCHED_RECOVERY,28.0899,LOSS,-1.0,0.05833333333335184,1.4333333333336293,4,M15_HEAD_SHOULDERS|2021-05-03T12:45:00+00:00|1.2043,5.828571428571548,2.058823529411496,2021
EURUSD,2021_A,2021-05-03T22:15:00+00:00,M15_TRIANGLE_WEDGE,DESCENDING_TRIANGLE,SHORT,1.20601,1.206735,7.249999999998646,ACTIVE_PRIMARY_CORRECTION,44.1011,WIN,2.0,2.0413793103451066,0.1379310344827692,16,M15_TRIANGLE_WEDGE|2021-05-03T22:15:00+00:00|1.20601,2.5928571428571585,2.7961432506881665,2021
EURUSD,2021_A,2021-05-04T08:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.20032,1.20231,19.899999999999363,ACTIVE_SHALLOW,1.4885,LOSS,-1.0,0.2160804020101338,1.0804020100502227,13,M15_FLAG_PENNANT|2021-05-04T08:45:00+00:00|1.20032,7.021428571428416,2.8341810783316097,2021
EURUSD,2021_A,2021-05-05T05:45:00+00:00,M15_TRIANGLE_WEDGE,RISING_WEDGE,SHORT,1.20121,1.2025799999999998,13.699999999996493,ACTIVE_LATCHED_RECOVERY,17.1206,LOSS,-1.0,1.912408759124626,1.160583941606122,101,M15_TRIANGLE_WEDGE|2021-05-05T05:45:00+00:00|1.20121,2.678571428571213,5.1146666666657685,2021
EURUSD,2021_A,2021-05-05T06:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.19996,1.2018399999999998,18.799999999998818,ACTIVE_SHALLOW,15.9251,LOSS,-1.0,0.7287234042552966,1.0691489361703157,16,M15_FLAG_PENNANT|2021-05-05T06:45:00+00:00|1.19996,4.18571428571411,4.491467576791715,2021
EURUSD,2021_A,2021-05-05T12:15:00+00:00,M15_IMPULSE_CORRECTION,,SHORT,1.19955,1.2020899999999999,25.399999999999867,ACTIVE_LATCHED_RECOVERY,19.3548,LOSS,-1.0,0.17322834645669222,1.2795275590552024,75,M15_IMPULSE_CORRECTION|2021-05-05T12:15:00+00:00|1.19955,6.592857142857193,3.852654387865606,2021
